SampleID	Type	Group
Ramlibacter_alkalitolerans	Non_Motility	group1
Pedobacter_quisquiliarum	Non_Motility	group1
Streptomyces_lasiicapitis	Non_Motility	group1
Vibrio_comitans_NBRC_102076	Non_Motility	group1
Stackebrandtia_nassauensis_DSM_44728	Non_Motility	group1
Aeromonas_salmonicida	Non_Motility	group1
Kozakia_baliensis	Non_Motility	group1
Pseudochrobactrum_saccharolyticum	Non_Motility	group1
Streptomyces_rubidus	Non_Motility	group1
Algoriphagus_aquimarinus	Non_Motility	group1
Cutibacterium_acnes	Non_Motility	group1
Jeotgalicoccus_aerolatus	Non_Motility	group1
Nocardiopsis_potens_DSM_45234	Non_Motility	group1
Fructobacillus_durionis	Non_Motility	group1
Amycolatopsis_viridis	Non_Motility	group1
Mycobacterium_decipiens	Non_Motility	group1
Mucilaginibacter_gracilis	Non_Motility	group1
Pontibacter_akesuensis	Non_Motility	group1
Chitinophaga_ginsengisegetis	Non_Motility	group1
Kribbella_pittospori	Non_Motility	group1
Aliifodinibius_sediminis	Non_Motility	group1
Companilactobacillus_allii	Non_Motility	group1
Bifidobacterium_myosotis	Non_Motility	group1
Companilactobacillus_paralimentarius	Non_Motility	group1
Segniliparus_rotundus_DSM_44985	Non_Motility	group1
Erythrobacter_donghaensis	Non_Motility	group1
Longibacter_salinarum	Non_Motility	group1
Auritidibacter_ignavus	Non_Motility	group1
Hymenobacter_sp._CCM_8763	Non_Motility	group1
Sphingobium_jiangsuense	Non_Motility	group1
Parolsenella_catena	Non_Motility	group1
Nocardioides_kongjuensis	Non_Motility	group1
Pedobacter_steynii	Non_Motility	group1
Allocatelliglobosispora_scoriae	Non_Motility	group1
Micromonospora_sediminimaris	Non_Motility	group1
Ruegeria_faecimaris	Non_Motility	group1
Streptacidiphilus_bronchialis	Non_Motility	group1
Hoyosella_altamirensis	Non_Motility	group1
Catellatospora_chokoriensis	Non_Motility	group1
Loktanella_salsilacus	Non_Motility	group1
Pseudoclavibacter_chungangensis	Non_Motility	group1
Trinickia_soli	Non_Motility	group1
Marmoricola_ginsengisoli	Non_Motility	group1
Companilactobacillus_nantensis	Non_Motility	group1
Mycolicibacterium_sediminis	Non_Motility	group1
Herbiconiux_flava	Non_Motility	group1
Luteitalea_pratensis	Non_Motility	group1
Parerythrobacter_jejuensis	Non_Motility	group1
Kocuria_turfanensis	Non_Motility	group1
Mycobacterium_paraseoulense	Non_Motility	group1
Bryocella_elongata	Non_Motility	group1
Nocardia_rhizosphaerihabitans	Non_Motility	group1
Deinococcus_aquatilis_DSM_23025	Non_Motility	group1
Nocardia_higoensis_NBRC_100133	Non_Motility	group1
Caldanaerovirga_acetigignens	Non_Motility	group1
Halospina_denitrificans	Non_Motility	group1
Galliscardovia_ingluviei	Non_Motility	group1
Stella_humosa	Non_Motility	group1
Saccharothrix_saharensis	Non_Motility	group1
Flavobacterium_limi	Non_Motility	group1
Fulvivirga_lutimaris	Non_Motility	group1
Aequorivita_capsosiphonis_DSM_23843	Non_Motility	group1
Jejuia_pallidilutea	Non_Motility	group1
Companilactobacillus_bobalius_DSM_19674	Non_Motility	group1
Ornithinibacter_aureus	Non_Motility	group1
Enterococcus_alcedinis	Non_Motility	group1
Agrococcus_terreus	Non_Motility	group1
Companilactobacillus_nantensis_DSM_16982	Non_Motility	group1
Algoriphagus_aestuariicola	Non_Motility	group1
Parapedobacter_pyrenivorans	Non_Motility	group1
Enterococcus_silesiacus	Non_Motility	group1
Corynebacterium_propinquum_DSM_44285	Non_Motility	group1
Hydrogenoanaerobacterium_saccharovorans	Non_Motility	group1
Schaalia_suimastitidis_DSM_15538	Non_Motility	group1
Dyadobacter_fermentans_DSM_18053	Non_Motility	group1
Litoribacter_alkaliphilus	Non_Motility	group2
Actinotignum_schaalii	Non_Motility	group2
Haemophilus_parainfluenzae_ATCC_33392	Non_Motility	group2
Corynebacterium_camporealensis	Non_Motility	group2
Flavobacterium_aquaticum	Non_Motility	group2
Actinophytocola_algeriensis	Non_Motility	group2
Salisediminibacterium_halotolerans	Non_Motility	group2
Prevotella_aurantiaca_JCM_15754	Non_Motility	group2
Deinococcus_reticulitermitis	Non_Motility	group2
Pseudoxanthomonas_dokdonensis	Non_Motility	group2
Nonomuraea_jabiensis	Non_Motility	group2
Yoonia_sediminilitoris	Non_Motility	group2
Amycolatopsis_arida	Non_Motility	group2
Chryseobacterium_jejuense	Non_Motility	group2
Cyclobacterium_amurskyense	Non_Motility	group2
Solimonas_flava_DSM_18980	Non_Motility	group2
Paraburkholderia_heleia_NBRC_101817	Non_Motility	group2
Stappia_taiwanensis	Non_Motility	group2
Niastella_koreensis	Non_Motility	group2
Jeotgalicoccus_coquinae	Non_Motility	group2
Haloechinothrix_alba	Non_Motility	group2
Flavisolibacter_ginsengisoli_DSM_18119	Non_Motility	group2
Muricauda_antarctica	Non_Motility	group2
Naumannella_cuiyingiana	Non_Motility	group2
Flavobacterium_luteum	Non_Motility	group2
Enterococcus_plantarum	Non_Motility	group2
Dyadobacter_soli	Non_Motility	group2
Nonomuraea_solani	Non_Motility	group2
Yeosuana_aromativorans	Non_Motility	group2
Microbulbifer_marinus	Non_Motility	group2
Actinomyces_bowdenii	Non_Motility	group2
Roseobacter_ponti	Non_Motility	group2
Chryseobacterium_gambrini	Non_Motility	group2
Thermocatellispora_tengchongensis	Non_Motility	group2
Actinocatenispora_sera	Non_Motility	group2
Rhodovulum_bhavnagarense	Non_Motility	group2
Streptomyces_lacrimifluminis	Non_Motility	group2
Bogoriella_caseilytica	Non_Motility	group2
Caviibacter_abscessus	Non_Motility	group2
Actinotalea_solisilvae	Non_Motility	group2
Citricoccus_zhacaiensis	Non_Motility	group2
Planotetraspora_kaengkrachanensis	Non_Motility	group2
Wenxinia_marina_DSM_24838	Non_Motility	group2
Arcobacter_anaerophilus	Non_Motility	group2
Gemmobacter_caeni	Non_Motility	group2
Litoreibacter_albidus	Non_Motility	group2
Chryseobacterium_hispalense_DSM_25574	Non_Motility	group2
Marmoricola_endophyticus	Non_Motility	group2
Aureimonas_fodinaquatilis	Non_Motility	group2
Maribacter_arenosus	Non_Motility	group2
Kocuria_flava	Non_Motility	group2
Lysobacter_aestuarii	Non_Motility	group2
Gemmobacter_tilapiae	Non_Motility	group2
Yoonia_rosea	Non_Motility	group2
Hymenobacter_glacialis	Non_Motility	group2
Pedobacter_alluvionis	Non_Motility	group2
Halomonas_korlensis	Non_Motility	group2
Nocardioides_salarius	Non_Motility	group2
Mycobacterium_florentinum	Non_Motility	group2
Nocardia_miyunensis_NBRC_108239	Non_Motility	group2
Altericroceibacterium_xinjiangense	Non_Motility	group2
Actinospica_robiniae_DSM_44927	Non_Motility	group2
Edaphobacter_aggregans_DSM_19364	Non_Motility	group2
Mycobacterium_pallens	Non_Motility	group2
Fodinibius_salinus	Non_Motility	group2
Nocardia_pneumoniae_NBRC_100136	Non_Motility	group2
Aeromicrobium_tamlense	Non_Motility	group2
Bifidobacterium_longum_subsp._suillum	Non_Motility	group2
Hespellia_stercorisuis_DSM_15480	Non_Motility	group2
Frankia_asymbiotica	Non_Motility	group2
Saccharothrix_violaceirubra	Non_Motility	group2
Levilactobacillus_hammesii_DSM_16381	Non_Motility	group2
Aurantiacibacter_odishensis	Non_Motility	group2
Terriglobus_roseus_DSM_18391	Non_Motility	group2
Bacteroides_fluxus_YIT_12057	Non_Motility	group2
Nocardioides_marinisabuli	Non_Motility	group2
Porphyromonas_loveana	Non_Motility	group2
Thalassobaculum_fulvum	Non_Motility	group2
Palleronia_marisminoris	Non_Motility	group2
Prevotella_salivae_DSM_15606	Non_Motility	group2
Nocardioides_rotundus	Non_Motility	group2
Schaalia_georgiae_DSM_6843	Non_Motility	group2
Anoxybacillus_voinovskiensis	Non_Motility	group2
Micrococcus_yunnanensis	Non_Motility	group2
Isoptericola_jiangsuensis	Non_Motility	group2
Saccharopolyspora_gloriosae	Non_Motility	group2
Ignavibacterium_album_JCM_16511	Non_Motility	group2
Pseudoclavibacter_helvolus	Non_Motility	group2
Dyadobacter_beijingensis	Non_Motility	group2
Erysipelothrix_inopinata	Non_Motility	group2
Niastella_yeongjuensis	Non_Motility	group2
Polymorphospora_rubra	Non_Motility	group2
Actibacterium_mucosum_KCTC_23349	Non_Motility	group2
Actinomyces_weissii	Non_Motility	group2
Brucella_gallinifaecis	Non_Motility	group2
Corynebacterium_sphenisci_DSM_44792	Non_Motility	group2
Parvibacter_caecicola	Non_Motility	group2
Zavarzinella_formosa_DSM_19928	Non_Motility	group2
Mesonia_phycicola	Non_Motility	group2
Kaistella_chaponensis	Non_Motility	group2
Staphylococcus_massiliensis_CCUG_55927	Non_Motility	group2
Gracilimonas_tropica_DSM_19535	Non_Motility	group2
Saccharopolyspora_kobensis	Non_Motility	group2
Frondihabitans_australicus	Non_Motility	group2
Sphingomonas_colocasiae	Non_Motility	group2
Limosilactobacillus_ingluviei_DSM_15946	Non_Motility	group2
Pseudorhodobacter_aquimaris	Non_Motility	group2
Rudaeicoccus_suwonensis	Non_Motility	group2
Aggregatibacter_segnis_ATCC_33393	Non_Motility	group2
Brumimicrobium_mesophilum	Non_Motility	group2
Kangiella_koreensis_DSM_16069	Non_Motility	group2
Nonlabens_dokdonensis	Non_Motility	group2
Tsukamurella_tyrosinosolvens	Non_Motility	group2
Polaribacter_sejongensis	Non_Motility	group2
Pedococcus_dokdonensis	Non_Motility	group2
Flavobacterium_aquidurense	Non_Motility	group2
Marixanthomonas_ophiurae	Non_Motility	group2
Microbacterium_halophytorum	Non_Motility	group2
Microbacterium_ginsengiterrae	Non_Motility	group2
Paraoerskovia_marina	Non_Motility	group2
Sphingobium_faniae	Non_Motility	group2
Micrococcus_cohnii	Non_Motility	group2
Bizionia_echini	Non_Motility	group2
Chryseobacterium_frigidisoli	Non_Motility	group2
Chitinophaga_varians	Non_Motility	group2
Agromyces_italicus	Non_Motility	group2
Hyunsoonleella_jejuensis	Non_Motility	group2
Andreesenia_angusta	Non_Motility	group2
Achromobacter_marplatensis	Non_Motility	group2
Algoriphagus_iocasae	Non_Motility	group2
Microbacterium_aquimaris	Non_Motility	group2
Allofrancisella_inopinata	Non_Motility	group2
Nocardiopsis_alkaliphila_YIM_80379	Non_Motility	group2
Mycolicibacterium_rutilum	Non_Motility	group2
Oligella_urethralis_DSM_7531	Non_Motility	group2
Lysinibacillus_contaminans	Non_Motility	group2
Robiginitomaculum_antarcticum_DSM_21748	Non_Motility	group2
Corynebacterium_afermentans_subsp._lipophilum	Non_Motility	group2
Actinotalea_caeni	Non_Motility	group2
Cronobacter_universalis_NCTC_9529	Non_Motility	group2
Nonlabens_tegetincola	Non_Motility	group2
Endozoicomonas_numazuensis	Non_Motility	group2
Nocardioides_cavernae	Non_Motility	group2
Prevotella_colorans	Non_Motility	group2
Microbulbifer_taiwanensis	Non_Motility	group2
Phaeocystidibacter_luteus	Non_Motility	group2
Tersicoccus_phoenicis	Non_Motility	group2
Sphingomonas_desiccabilis	Non_Motility	group2
Paraburkholderia_bryophila	Non_Motility	group2
Bifidobacterium_merycicum_DSM_6492	Non_Motility	group2
Actinomyces_dentalis_DSM_19115	Non_Motility	group2
Lentibacillus_kapialis	Non_Motility	group2
Alkalibacterium_gilvum	Non_Motility	group2
Salinispora_arenicola	Non_Motility	group2
Pedococcus_cremeus	Non_Motility	group2
Streptococcus_henryi_DSM_19005	Non_Motility	group2
Defluviicoccus_vanus	Non_Motility	group2
Marmoricola_pocheonensis	Non_Motility	group2
Amycolatopsis_thermalba	Non_Motility	group2
Corynebacterium_ciconiae_DSM_44920	Non_Motility	group2
Jeotgalicoccus_marinus_DSM_19772	Non_Motility	group2
Siphonobacter_aquaeclarae	Non_Motility	group2
Verrucosispora_sonchi	Non_Motility	group2
Nonomuraea_ceibae	Non_Motility	group2
Egibacter_rhizosphaerae	Non_Motility	group2
Puia_dinghuensis	Non_Motility	group2
Deinococcus_ficus_DSM_19119	Non_Motility	group2
Microbacterium_ureisolvens	Non_Motility	group2
Proteiniborus_ethanoligenes	Non_Motility	group2
Agromyces_italicus_DSM_16388	Non_Motility	group2
Stackebrandtia_albiflava	Non_Motility	group2
Paeniglutamicibacter_psychrophenolicus	Non_Motility	group2
Xinfangfangia_soli	Non_Motility	group2
Flexivirga_endophytica	Non_Motility	group2
Novosphingobium_taihuense	Non_Motility	group2
Paenisporosarcina_antarctica	Non_Motility	group2
Serinicoccus_profundi	Non_Motility	group2
Qipengyuania_pelagi	Non_Motility	group2
Prevotella_stercorea_DSM_18206	Non_Motility	group2
Enterococcus_canintestini	Non_Motility	group2
Dyella_caseinilytica	Non_Motility	group2
Altererythrobacter_epoxidivorans	Non_Motility	group2
Microbulbifer_yueqingensis	Non_Motility	group2
Pedobacter_metabolipauper	Non_Motility	group2
Chitinophaga_rupis	Non_Motility	group2
Altererythrobacter_deserti	Non_Motility	group2
Cellulophaga_baltica	Non_Motility	group2
Balneicella_halophila	Non_Motility	group2
Pleomorphomonas_koreensis_DSM_23070	Non_Motility	group2
Chitinophaga_oryziterrae	Non_Motility	group2
Bifidobacterium_stercoris_JCM_15918	Non_Motility	group2
Camelimonas_lactis	Non_Motility	group2
Streptococcus_penaeicida	Non_Motility	group2
Acinetobacter_soli	Non_Motility	group2
Flavobacterium_haoranii	Non_Motility	group2
Nocardia_jiangxiensis_NBRC_101359	Non_Motility	group2
Nakamurella_lactea_DSM_19367	Non_Motility	group2
Deinococcus_ruber	Non_Motility	group2
Hymenobacter_aquaticus	Non_Motility	group2
Marivita_geojedonensis	Non_Motility	group2
Nocardioides_psychrotolerans	Non_Motility	group2
Tranquillimonas_alkanivorans	Non_Motility	group2
Microlunatus_speluncae	Non_Motility	group2
Fructobacillus_pseudoficulneus	Non_Motility	group2
Sphaerimonospora_thailandensis	Non_Motility	group2
Liquorilactobacillus_hordei_DSM_19519	Non_Motility	group2
Celeribacter_persicus	Non_Motility	group2
Rodentibacter_heylii	Non_Motility	group2
Veillonella_magna_DSM_19857	Non_Motility	group2
Klebsiella_variicola	Non_Motility	group2
Algoriphagus_lutimaris	Non_Motility	group2
Paracoccus_acridae	Non_Motility	group2
Reyranella_soli	Non_Motility	group2
Saccharopolyspora_antimicrobica	Non_Motility	group2
Thioclava_arenosa	Non_Motility	group2
Gillisia_limnaea_DSM_15749	Non_Motility	group2
Microvirga_guangxiensis	Non_Motility	group2
Weissella_fabalis	Non_Motility	group2
Sphingobacterium_detergens	Non_Motility	group2
Acinetobacter_indicus_CIP_110367	Non_Motility	group2
Maribacter_cobaltidurans	Non_Motility	group2
Pseudorhodobacter_antarcticus	Non_Motility	group2
Cohnella_lubricantis	Non_Motility	group2
Leptotrichia_shahii_DSM_19757	Non_Motility	group2
Salipiger_marinus	Non_Motility	group2
Ligilactobacillus_ceti_DSM_22408	Non_Motility	group2
Negativicoccus_succinicivorans	Non_Motility	group2
Thiohalocapsa_marina	Non_Motility	group2
Dialister_succinatiphilus_YIT_11850	Non_Motility	group2
Microbulbifer_rhizosphaerae	Non_Motility	group2
Paraburkholderia_megapolitana	Non_Motility	group2
Paeniglutamicibacter_kerguelensis	Non_Motility	group2
Ornithinicoccus_halotolerans	Non_Motility	group2
Mogibacterium_diversum	Non_Motility	group2
Mameliella_alba	Non_Motility	group2
Nocardia_araoensis_NBRC_100135	Non_Motility	group2
Companilactobacillus_bobalius	Non_Motility	group2
Agromyces_bauzanensis	Non_Motility	group2
Sediminitomix_flava	Non_Motility	group2
Oceanicella_actignis	Motility	group1
Erythrobacter_ramosus	Motility	group1
Sediminibacterium_ginsengisoli	Motility	group1
Aliivibrio_finisterrensis	Motility	group1
Marinomonas_arctica	Motility	group1
Mesonia_mobilis	Motility	group1
Kistimonas_asteriae	Motility	group1
Caldalkalibacillus_mannanilyticus_JCM_10596	Motility	group1
Psychroflexus_tropicus_DSM_15496	Motility	group1
Pseudoduganella_danionis	Motility	group1
Fictibacillus_arsenicus	Motility	group1
Seleniivibrio_woodruffii	Motility	group1
Comamonas_composti_DSM_21721	Motility	group1
Clostridium_tepidum	Motility	group1
Lysobacter_soli	Motility	group1
Cellulomonas_marina	Motility	group1
Pseudidiomarina_donghaiensis	Motility	group1
Photobacterium_gaetbulicola	Motility	group1
Planobispora_siamensis	Motility	group1
Georgenia_ruanii	Motility	group1
Maridesulfovibrio_ferrireducens	Motility	group1
Brevibacillus_panacihumi	Motility	group1
Lysinibacillus_xylanilyticus	Motility	group1
Pseudovibrio_japonicus	Motility	group1
Marinobacterium_halophilum	Motility	group1
Dyella_terrae	Motility	group1
Bosea_caraganae	Motility	group1
Oceanobacillus_profundus	Motility	group1
Bacillus_halotolerans	Motility	group1
Salimicrobium_flavidum	Motility	group1
Hwanghaeicola_aestuarii	Motility	group1
Thermodesulfitimonas_autotrophica	Motility	group1
Weissella_beninensis	Motility	group1
Rhodovulum_kholense	Motility	group1
Devosia_subaequoris	Motility	group1
Azonexus_hydrophilus_DSM_23864	Motility	group1
Hymenobacter_gummosus	Motility	group1
Parvularcula_lutaonensis	Motility	group1
Paenibacillus_sp._CGMCC_1.16610	Motility	group1
Pseudooceanicola_nitratireducens	Motility	group1
Fontimonas_thermophila	Motility	group1
Halomonas_urumqiensis	Motility	group1
Pelagibacterium_lentulum	Motility	group1
Chromobacterium_phragmitis	Motility	group1
Paenalcaligenes_hominis	Motility	group1
Desulfobulbus_alkaliphilus	Motility	group1
Kosakonia_oryzae	Motility	group1
Endozoicomonas_montiporae	Motility	group1
Winogradskyella_sediminis	Motility	group1
Salinicola_halophilus	Motility	group1
Salipiger_pacificus	Motility	group1
Aminobacter_ciceronei	Motility	group1
Alteromonas_hispanica	Motility	group1
Pandoraea_faecigallinarum	Motility	group1
Sphingopyxis_bauzanensis	Motility	group1
Sphingobium_boeckii	Motility	group1
Pedobacter_hartonius	Motility	group1
Pontibacter_virosus	Motility	group1
Photobacterium_halotolerans_DSM_18316	Motility	group1
Luteibacter_rhizovicinus_DSM_16549	Motility	group1
Paenibacillus_thermoaerophilus	Motility	group1
Ectobacillus_antri	Motility	group1
Marinobacter_flavimaris	Motility	group1
Cucumibacter_marinus_DSM_18995	Motility	group1
Nocardioides_agariphilus	Motility	group1
Actinokineospora_baliensis	Motility	group1
Sulfitobacter_litoralis	Motility	group1
Acidovorax_wautersii	Motility	group1
Leifsonia_soli	Motility	group1
Fontibacillus_panacisegetis	Motility	group1
Sphingopyxis_terrae_subsp._ummariensis	Motility	group1
Shewanella_aestuarii	Motility	group1
Planococcus_antarcticus_DSM_14505	Motility	group1
Aureimonas_leprariae	Motility	group1
Bacillus_ectoiniformans	Motility	group1
Nesterenkonia_lutea	Motility	group1
Pontibacillus_litoralis_JSM_072002	Motility	group1
Endobacter_medicaginis	Motility	group1
Rhizobium_grahamii_CCGE_502	Motility	group1
Desulfobulbus_japonicus_DSM_18378	Motility	group1
Alkalihalobacillus_lehensis	Motility	group1
Aquimonas_voraii	Motility	group1
Phaeobacter_inhibens_DSM_16374	Motility	group1
Alkalihalobacillus_marmarensis_DSM_21297	Motility	group1
Selenomonas_bovis_DSM_23594	Motility	group1
Falsibacillus_pallidus	Motility	group1
Anoxybacillus_tepidamans	Motility	group1
Tateyamaria_pelophila	Motility	group1
Stenotrophomonas_terrae	Motility	group1
Novosphingopyxis_baekryungensis_DSM_16222	Motility	group1
Dyella_japonica_DSM_16301	Motility	group1
Bacillus_manliponensis	Motility	group1
Massilia_psychrophila	Motility	group1
Lysinibacillus_fusiformis	Motility	group1
Amphritea_balenae	Motility	group1
Actinoplanes_xinjiangensis	Motility	group1
Owenweeksia_hongkongensis_DSM_17368	Motility	group1
Mobilisporobacter_senegalensis	Motility	group1
Halanaerobacter_jeridensis	Motility	group1
Breznakibacter_xylanolyticus	Motility	group1
Aurantimonas_coralicida_DSM_14790	Motility	group1
Thiomicrorhabdus_chilensis_DSM_12352	Motility	group1
